,ID,Region,Date,Weekday,Apartment,Beds,Review,Pic Quality,Price,Accept
65,66,3,234,4,1,2,4.9382089780000005,0.660809631,363.65962010000004,0
66,67,4,261,3,1,2,4.657832899,0.786588548,359.7746466,0
67,68,10,241,4,1,1,3.940481997,0.918721041,213.1432671,0
68,69,9,309,2,1,1,4.251551015,0.79504586,172.74065009999998,0
69,70,10,74,5,0,1,4.124451001000001,0.277557263,279.6871182,0
70,71,9,214,5,1,1,4.50824186,0.9534874190000001,372.8091458,0
71,72,7,2,3,1,1,4.926889575,0.802309998,343.0467871,0
72,73,9,285,6,1,1,4.9291652589999995,0.923984313,435.19153330000006,0
73,74,8,19,6,1,1,4.382465396000001,0.9570577990000001,409.61171410000003,0
74,75,5,123,5,1,2,4.796812326,0.652355221,328.9817003,1
75,76,5,15,2,1,1,4.093195055,0.964513532,254.7670173,0
76,77,2,118,7,0,1,4.842905105,0.858106914,287.2927522,0
77,78,1,284,5,1,2,3.712049598,0.870901225,306.61438300000003,0
78,79,8,39,5,1,2,4.824719339,0.616310342,288.3949113,1
79,80,5,232,2,1,2,4.9157573569999995,0.87368579,267.6556693,1
80,81,8,112,1,1,2,3.0,0.885178527,231.28604769999998,0
81,82,5,175,1,1,1,4.445878572,0.905831517,288.89316510000003,0
82,83,10,5,6,1,2,4.60560347,0.41866234399999996,364.2565049,0
83,84,1,126,1,1,1,4.474890428999999,0.904392984,318.27613219999995,0
84,85,5,206,4,1,2,4.90164528,0.754079275,450.6646246,0
85,86,10,213,4,1,1,4.395503061,0.8168308409999999,361.2793648,0
86,87,1,327,6,1,2,4.457853898,0.843882183,355.18255739999995,0
87,88,3,170,3,1,2,4.629594556,0.965303743,380.2757809,0
88,89,2,355,6,1,1,3.0,0.960811138,218.226306,0
89,90,6,208,6,1,2,4.601483534,0.460058562,337.3915613,1
90,91,5,260,2,0,1,4.219864492,0.716315783,184.200224,0
91,92,8,362,6,1,2,4.896747984,0.640752859,419.5033666,0
92,93,2,80,4,1,1,4.899418761000001,0.21263538,207.37366640000002,1
93,94,1,314,7,1,1,4.433235516,0.8376853120000001,232.0877827,0
94,95,5,253,2,1,2,4.89829717,0.996249684,368.5248254,0
95,96,7,186,5,1,1,4.939088536,0.533344807,329.07387420000003,0
96,97,3,302,2,1,2,4.284924084,0.9193064009999999,335.26667050000003,0
97,98,3,282,3,1,2,4.263524941,0.925569243,367.16290530000003,0
98,99,7,307,7,1,1,4.0566040480000005,0.79313189,186.5328836,1
99,100,6,216,7,1,1,4.395393432,0.9116687640000001,245.52638059999998,0
100,101,6,217,1,1,2,4.773442452,0.83348585,405.2179815,0
101,102,8,42,1,0,1,4.786253824,0.939369688,262.95799480000005,0
102,103,2,180,6,0,1,4.225424416,0.818944006,301.8360946,0
103,104,4,264,6,0,1,3.699370097,0.402785985,228.78324369999999,0
104,105,8,354,5,1,1,3.835435032,0.618629705,244.82799359999999,0
105,106,7,311,4,0,2,4.775106327,0.6033129079999999,298.7360015,1
106,107,6,167,7,1,2,4.884374483,0.430259392,303.7162813,1
107,108,1,309,2,0,2,4.975908595,0.9847265940000001,285.9407858,1
108,109,4,313,6,1,3,4.6619073989999995,0.65014657,502.33376739999994,0
109,110,10,115,4,1,2,4.246390827,0.883165505,403.06528829999996,0
110,111,6,197,2,0,1,4.464727229,0.646207602,162.0994022,0
111,112,5,67,5,1,3,4.623191789,0.822622903,363.4417006,1
112,113,4,120,2,1,2,4.910620657,0.945829575,357.9393877,0
113,114,3,298,5,1,1,4.842944642,0.570108898,278.2076833,0
114,115,7,351,2,1,1,4.111478778,0.637970361,80.0,1
115,116,3,323,2,1,1,4.077751506999999,0.497000525,145.2582974,0
116,117,3,253,2,1,1,4.621768323,0.837458983,270.8373283,0
117,118,3,46,5,0,2,4.886215395,0.895830575,303.8287975,1
118,119,2,98,1,1,2,4.164086173,0.91545993,357.3238012,0
119,120,10,127,2,1,1,4.801400397,0.23572082600000002,231.33266830000002,0
120,121,1,321,7,1,1,4.351527826,0.8838966659999999,304.41809950000004,0
121,122,7,180,6,1,1,4.983026843,0.653825084,419.7444065,0
122,123,4,157,4,1,4,4.675873441,0.8902887309999999,561.9716070000001,0
123,124,2,191,3,0,1,4.782145906,0.810323094,222.0711813,1
124,125,2,334,6,1,3,4.966003158,0.9929291179999999,453.9689227,1
125,126,5,159,6,1,1,4.852245583,0.39860854,363.7865517,0
126,127,1,168,1,1,1,4.9883958889999995,0.6897387970000001,263.68753419999996,1
127,128,6,81,5,1,1,4.709746394,0.854030305,263.0673699,1
128,129,10,295,2,1,2,4.940110308,0.9740285209999999,230.71737209999998,1
129,130,2,141,2,0,3,4.801995637,0.878377773,373.01636099999996,0
130,131,7,40,6,1,1,4.650977013,0.546118491,284.2740664,0
131,132,3,328,7,1,2,4.634782012,0.666647151,317.99946289999997,0
132,133,1,278,6,1,2,4.831234548,0.700348862,403.48810489999994,0
133,134,6,287,1,0,1,4.996094793,0.7665451990000001,224.63359739999999,1
134,135,4,179,5,1,1,4.541600078,0.569233797,412.8122548,0
135,136,8,93,3,1,1,4.151607125,0.542843104,264.47945580000004,0
136,137,5,243,6,0,1,4.46646106,0.426214319,258.86718340000004,0
137,138,10,132,7,1,2,3.852616008,0.638682496,297.2423105,0
138,139,2,118,7,1,2,4.275540147,0.7674264690000001,370.22758769999996,0
139,140,3,241,4,1,1,3.424759823,0.962390605,139.3862876,1
140,141,9,65,3,1,2,4.625455894,0.812067992,320.57917599999996,0
141,142,6,79,3,1,1,4.09441342,0.772792556,205.88767119999997,0
142,143,6,212,3,1,2,4.639342525,0.833497125,268.6827133,1
143,144,4,336,1,0,1,4.37744684,0.989277689,319.64946210000005,0
144,145,10,165,5,0,1,4.712846767,0.9140269740000001,344.6090145,0
145,146,1,108,4,1,1,4.675271394,0.773584396,389.8058813,0
146,147,3,162,2,1,2,4.958758993,0.8396529079999999,416.31019879999997,0
147,148,3,80,4,1,3,4.886643298,0.9866852420000001,472.0228182,0
148,149,6,231,1,1,2,4.1713307330000005,0.781608683,369.0100211,0
149,150,6,184,3,1,1,3.91553914,0.666974069,277.5372873,0
150,151,8,159,6,1,2,4.617947095,0.77948439,454.92917300000005,0
151,152,10,91,1,0,1,4.986376058,0.8210247890000001,343.4686319,0
152,153,7,316,2,1,1,4.943778258,0.9351535959999999,208.8484638,1
153,154,5,91,1,0,1,4.434024118,0.801794497,312.072719,0
154,155,6,283,4,0,2,4.759317369,0.551172839,399.8422834,0
155,156,5,270,5,1,1,4.839794863,0.623403861,257.69159640000004,1
156,157,8,62,7,1,2,4.092658954,0.9344326959999999,284.65317000000005,0
157,158,1,351,2,1,2,4.9618862980000005,0.987240881,479.2934727,0
158,159,6,347,5,1,2,4.655241378,0.48906732399999997,353.09423799999996,0
159,160,5,345,3,1,2,4.861819735,0.733214019,265.3419075,1
160,161,4,154,1,1,2,4.843569298999999,0.673881093,359.81592850000004,0
161,162,4,18,5,1,2,4.843416885,0.965619717,410.0381389,0
162,163,2,353,4,1,1,4.96245674,0.489616305,262.0307832,0
163,164,5,21,1,1,1,3.247309516,0.9557946159999999,120.15782639999999,1
164,165,6,355,6,0,2,4.94390288,0.926377062,371.2036847,1
165,166,4,256,5,1,2,4.486734955,0.80799254,470.0232488,0
166,167,5,288,2,1,1,4.889440322,0.9705154,270.24962660000006,0
167,168,7,87,4,1,2,4.775120747,0.925586745,411.69577830000003,0
168,169,3,11,5,1,1,3.394662892,0.606367664,237.75919840000003,0
169,170,6,145,6,1,1,4.697659123999999,0.9974375320000001,435.8828417,0
170,171,2,73,4,1,2,4.962543663,0.589898999,475.4692328,0
171,172,10,129,4,0,1,4.626284803,0.8656019229999999,207.56657719999998,1
172,173,10,361,5,1,2,4.985273122,0.553225861,496.25067980000006,0
173,174,5,266,1,1,1,4.466270959,0.392649526,186.311905,0
174,175,7,354,5,1,1,4.810282166,0.843434714,278.6965786,0
175,176,6,292,6,0,1,4.889580278,0.513934304,309.0063455,0
176,177,9,153,7,1,1,4.4920376410000005,0.885686283,340.7069062,0
177,178,4,221,5,1,1,4.615247443,0.9124846240000001,334.7672536,0
178,179,4,201,6,0,2,4.207810672,0.64090997,321.24134019999997,1
179,180,6,185,4,1,2,4.7322722960000005,0.889108162,388.62226760000004,0
180,181,1,350,1,1,3,3.710156448,0.7254484040000001,453.3992113,0
181,182,2,127,2,1,1,4.688346535,0.8424712540000001,219.39226680000002,1
182,183,8,52,4,0,1,4.944513061,0.955518085,444.3137302,0
183,184,2,109,5,0,1,4.0970755,0.702273897,180.5925238,1
184,185,9,59,4,1,1,4.874838077,0.948769069,398.3771385,0
185,186,9,147,1,1,2,4.653055814,0.6326519070000001,274.53258839999995,1
186,187,5,50,2,1,1,4.750999195,0.408149683,87.30984347,1
187,188,9,250,6,1,1,4.945549409,0.60672677,277.1587815,0
188,189,8,257,6,1,2,4.167493568,0.49806947799999995,352.5501829,0
189,190,7,305,5,1,2,4.880700422,0.770657348,348.37082119999997,1
190,191,5,271,6,0,1,4.815417279,0.9533687759999999,441.8477909,0
191,192,5,25,5,1,1,4.783433813,0.8577335759999999,234.8842179,1
192,193,8,53,5,1,1,4.96036101,0.881981253,311.57529839999995,0
193,194,3,349,7,1,1,3.0474561560000004,0.819502244,128.4344594,0
194,195,1,91,1,1,1,4.657495439,0.9755635509999999,384.07709189999997,0
195,196,2,208,6,1,1,4.870611482,0.842918505,401.804681,0
196,197,1,343,1,1,3,3.345587982,0.972477123,399.95232880000003,0
197,198,4,365,2,1,1,4.84029534,0.567637627,320.3529643,0
198,199,2,2,3,1,1,4.912522802,0.91974367,330.7920331,0
199,200,6,268,3,0,1,4.637809762,0.9633964140000001,253.6308344,0
200,201,9,206,4,1,1,4.7729031310000005,0.7940169509999999,318.7963787,0
201,202,7,284,5,1,2,4.416074027,0.5431283610000001,260.3460096,1
202,203,4,190,2,1,3,3.651994605,0.376982731,301.2629496,0
203,204,10,258,7,1,2,4.61035988,0.764099242,268.07985319999995,1
204,205,8,228,5,1,1,4.6838111389999995,0.93598326,407.6907828,0
205,206,4,189,1,1,1,4.9845595419999995,0.699034824,318.080168,0
206,207,7,1,2,0,1,4.655988763,0.915127166,181.7174179,1
207,208,4,49,1,1,1,4.856533962,0.8156765029999999,340.9686891,0
208,209,10,189,1,1,1,4.9218986639999995,0.86671142,335.86530730000004,0
209,210,5,131,6,1,1,4.683852814,0.8422147990000001,388.0761357,0
210,211,10,66,4,1,1,4.822294684,0.375750121,157.79070919999998,1
211,212,5,249,5,0,1,4.921942605,0.874312876,311.8569482,0
212,213,4,296,3,1,1,4.539144911,0.759172135,183.62153759999998,0
213,214,10,13,7,1,1,4.516384549,0.8438764129999999,269.89043250000003,0
214,215,9,292,6,1,2,4.893023019,0.48654508799999996,374.0720924,0
215,216,5,354,5,1,2,4.295349655,0.905550172,494.1835488,0
216,217,3,209,7,0,1,4.907031137,0.942164728,389.8155975,0
217,218,8,214,5,1,1,4.967375383,0.904152163,342.78527599999995,0
218,219,5,1,2,0,1,4.992537112,0.703335734,266.9137665,0
219,220,8,56,1,1,1,4.800415158,0.625030541,241.64144100000001,0
220,221,6,233,3,1,1,3.815017048,0.7502237890000001,257.98924669999997,0
221,222,1,118,7,1,1,3.5772336780000002,0.81724219,170.70519330000002,1
222,223,9,170,3,0,1,4.612687622,0.9488656740000001,251.74039190000002,0
223,224,7,221,5,1,2,4.992403067,0.757467832,332.4481537,1
224,225,9,100,3,1,3,4.788591404,0.719033145,475.5169671,0
225,226,7,331,3,1,3,4.4825984960000005,0.9901162020000001,489.78952000000004,0
226,227,2,350,1,1,1,4.6814443919999995,0.8388323879999999,359.7462744,0
227,228,5,30,3,1,1,4.697848695,0.739307899,191.6302321,1
228,229,1,91,1,1,4,4.791319331,0.895006547,519.7228339,0
229,230,7,100,3,1,1,4.37120429,0.539349527,158.4807866,1
230,231,3,306,6,1,2,4.687055921000001,0.82156362,279.2348545,1
231,232,10,191,3,0,2,4.812286497,0.900406727,352.2794234,0
232,233,10,360,4,1,2,3.9289769139999997,0.812055952,402.4406415,0
233,234,1,47,6,0,1,4.991429153,0.33534369399999997,328.8412033,0
234,235,10,69,7,1,1,4.944862266,0.5558370779999999,305.2935933,0
235,236,6,313,6,0,1,4.781446099999999,0.900930575,362.6513369,0
236,237,2,250,6,1,1,4.859761449,0.68843691,319.4115902,0
237,238,4,255,4,1,1,4.5327983430000005,0.37962606600000004,405.05274160000005,0
238,239,9,323,2,0,1,4.454702196,0.931304415,185.07035,0
239,240,7,50,2,0,1,4.6289621180000005,0.9976573409999999,268.9393676,0
240,241,10,172,5,0,1,4.9712499039999996,0.5526268360000001,416.10605319999996,0
241,242,9,210,1,1,2,4.25335024,0.867571109,449.6893988,0
242,243,5,64,2,1,1,4.899524998,0.755245878,200.0361263,1
243,244,6,12,6,1,1,3.0,0.997286352,167.3307449,0
244,245,1,266,1,0,1,4.611226365,0.607000569,263.8020543,0
245,246,1,168,1,1,1,4.860800996,0.973794307,322.07876360000006,0
246,247,6,1,2,1,2,3.368218707,0.60595711,124.8875405,1
247,248,2,364,1,1,2,4.988704896000001,0.988898976,392.9873213,0
248,249,5,143,4,1,1,4.899808526,0.452831096,380.28182480000004,0
249,250,8,117,6,1,2,4.9307797319999995,0.84350409,411.8388013,0
250,251,7,277,5,0,1,4.976247165,0.644268917,419.1849073,0
251,252,8,235,5,1,1,4.8067328080000005,0.8209331740000001,437.47619969999994,0
252,253,5,45,4,1,1,4.3397937639999995,0.519587304,233.48230350000003,0
253,254,2,105,1,1,2,4.064946709,0.873736955,429.9452114,0
254,255,9,132,7,0,3,4.875190556000001,0.6269783529999999,467.0070153,0
255,256,8,184,3,1,3,4.937178573,0.629290749,541.0832171,0
256,257,1,13,7,0,1,4.789586737,0.715929977,211.8146035,1
257,258,1,186,5,1,2,4.312206167,0.585781312,428.127719,0
258,259,10,26,6,1,1,4.857786756,0.372738,307.1629828,0
259,260,8,131,6,1,1,3.249606725,0.9905591559999999,270.842213,0
260,261,2,341,6,1,1,4.255503074,0.801259852,307.3259566,0
261,262,8,313,6,1,2,4.988357912,0.5497301520000001,295.0701578,1
262,263,5,54,6,1,1,4.66927674,0.708198384,336.19387939999996,0
263,264,9,169,2,1,1,4.229948193999999,0.9505550840000001,269.0893342,0
264,265,1,76,7,1,2,4.665921182,0.8693927579999999,439.7468609,0
265,266,2,143,4,1,2,3.525015165,0.947256344,227.96353560000003,1
266,267,9,83,7,0,1,4.350880564,0.901178058,326.78632389999996,0
267,268,6,253,2,1,2,3.0,0.7721721109999999,129.3087838,1
268,269,2,17,4,1,2,4.333200328999999,0.38072829799999997,443.707787,0
269,270,2,313,6,0,2,4.672912926,0.848710785,416.5305606,0
270,271,6,192,4,1,1,4.515648092,0.904816803,249.01999590000003,1
271,272,7,71,2,1,1,4.984104353999999,0.8645181000000001,177.8565147,1
272,273,8,113,2,0,1,4.893370002,0.576843789,328.06824889999996,0
273,274,4,249,5,1,2,4.771068622,0.85033517,448.44637530000006,0
274,275,8,16,3,1,1,4.753581296,0.94376427,315.6732903,0
275,276,1,1,2,1,1,4.745845,0.956628913,242.88896200000002,0
276,277,10,49,1,1,1,3.4366045080000003,0.906590848,255.7002929,0
277,278,1,303,3,1,1,4.303799397,0.8778876059999999,228.56021069999997,0
278,279,9,29,2,1,2,4.977690439,0.8806596390000001,377.7808214,0
279,280,6,71,2,1,1,4.609658053,0.83649359,150.2674691,1
280,281,7,171,4,1,1,4.713619531,0.8887380109999999,408.6530383,0
281,282,4,206,4,1,1,4.704867536,0.5571034739999999,372.02082210000003,0
282,283,1,73,4,1,1,4.305856442,0.944923987,334.87774210000003,0
283,284,4,335,7,1,1,4.937128319,0.768501863,348.89874380000003,0
284,285,10,219,3,1,1,4.5810533410000005,0.672653297,208.4624824,0
285,286,6,115,4,0,1,4.682087957,0.891644859,414.60096380000005,0
286,287,10,353,4,1,1,4.533116929,0.924632948,367.0252834,0
287,288,3,119,1,1,2,4.963308766,0.8517998059999999,342.1677994,1
288,289,1,331,3,0,1,4.854193275,0.988976071,348.8834692,0
289,290,4,344,2,1,2,4.815510201,0.901587658,418.7286494,0
290,291,3,349,7,1,1,3.3437064760000004,0.9881290090000001,268.44474510000003,0
291,292,9,134,2,1,2,4.804336049,0.9757005990000001,382.976256,0
292,293,1,252,1,1,1,4.6153861019999995,0.252324499,346.9452228,0
293,294,5,154,1,1,1,4.684958343,0.5548849579999999,331.4369614,0
294,295,10,171,4,1,1,4.985042123,0.694112,374.91144360000004,0
295,296,10,295,2,0,1,4.841031789,0.332766593,137.28729760000002,1
296,297,10,2,3,1,1,4.459826774,0.9503568509999999,258.4484689,0
297,298,4,76,7,1,2,4.952232057,0.901678022,477.3910801,0
298,299,10,155,2,1,2,4.954400488,0.810439798,404.001752,0
299,300,8,215,6,1,1,4.539881903,0.755354926,403.0497211,0
300,301,2,175,1,1,1,4.597890809,0.6877271309999999,363.3681414,0
301,302,10,109,5,0,2,4.506269754,0.390874943,261.0505122,1
302,303,6,265,7,1,3,3.561597042,0.907121023,434.63099000000005,0
303,304,9,123,5,0,1,3.787760596,0.773447972,329.0416143,0
304,305,7,159,6,1,1,4.105907826,0.9204347140000001,233.57779490000001,1
305,306,2,25,5,0,2,4.506897112,0.8620076879999999,399.91233619999997,0
306,307,5,270,5,1,1,4.22162793,0.418703559,165.03386940000001,1
307,308,7,154,1,1,1,4.765601844,0.958166183,299.7277077,0
308,309,6,234,4,0,2,3.661658671,0.627403347,303.9504202,0
309,310,4,345,3,1,2,4.950020856,0.91828568,304.3781087,0
310,311,10,221,5,0,1,4.9840255739999995,0.984007875,361.6629409,0
311,312,3,351,2,0,3,4.496469688,0.972976367,348.0879099,0
312,313,10,49,1,1,2,4.966672657,0.926976115,475.8902876,0
313,314,4,49,1,1,1,4.9611579489999995,0.9844210529999999,281.2943039,0
314,315,8,155,2,0,1,4.579401401,0.8681329940000001,157.0419916,1
315,316,9,291,5,1,2,4.458610355,0.691034568,442.0456198,0
316,317,2,296,3,1,1,4.724647201,0.8682286790000001,342.5296974,0
317,318,7,45,4,1,1,3.851211445,0.58051866,286.24162739999997,0
318,319,7,77,1,1,1,4.687255923,0.819568106,325.4580182,0
319,320,6,30,3,1,1,4.401136228,0.740339717,311.8621318,0
320,321,4,143,4,1,1,4.962352301,0.9847008559999999,358.2950338,0
321,322,2,134,2,0,2,4.866532737,0.471122986,376.065893,0
322,323,7,233,3,1,2,4.844926945,0.7249836340000001,263.9673341,1
323,324,4,86,3,0,1,4.826609302,0.907997875,166.339559,1
324,325,7,295,2,1,2,4.8661029000000005,0.40410999200000003,326.95637989999994,0
325,326,2,322,1,1,2,4.761811058999999,0.93591633,283.63746749999996,1
326,327,10,110,6,1,2,4.390658258,0.926811918,464.14644869999995,0
327,328,7,134,2,0,1,4.943589538,0.777892602,329.1754581,0
328,329,7,184,3,0,3,4.767720087,0.583097401,481.90010520000004,0
329,330,8,230,7,1,2,4.71067224,0.847166703,402.91637430000003,0
330,331,6,190,2,1,1,4.589181829,0.9406650790000001,313.90943860000004,0
331,332,4,343,1,1,1,4.442602246,0.74482247,351.9386267,0
332,333,3,260,2,1,1,4.340131571000001,0.559493166,104.1196223,1
333,334,4,263,5,1,1,4.503970506,0.958201876,243.4899102,1
334,335,10,225,2,1,1,3.739470425,0.949296007,256.16571600000003,0
335,336,1,296,3,0,1,4.823536912,0.92813913,360.7312293,0
336,337,4,333,5,1,2,4.974487766,0.674998058,506.3924766,0
337,338,7,362,6,0,1,3.582047275,0.844151819,311.6948183,0
338,339,4,197,2,1,1,4.647777555,0.987421351,342.7977769,0
339,340,7,87,4,0,2,4.7005376210000005,0.788280509,411.64081980000003,0
340,341,5,117,6,1,1,4.969663271,0.8540535090000001,378.7622922,0
341,342,1,267,2,1,1,4.778043428999999,0.922035354,234.2295565,0
342,343,3,201,6,1,1,4.678235856000001,0.507710275,324.9752603,0
343,344,10,228,5,0,1,3.229152992,0.966245965,181.7932611,0
344,345,6,104,7,1,3,3.88273254,0.922078243,448.96286289999995,0
345,346,3,33,6,0,1,4.943342304,0.941404675,249.3733847,1
346,347,7,164,4,1,1,4.876179225,0.7042415809999999,440.7569831,0
347,348,8,55,7,1,2,4.932533704,0.7263874779999999,386.504369,0
348,349,6,47,6,1,1,3.571736888,0.8730666559999999,221.71975759999998,0
349,350,7,300,7,1,1,4.74419793,0.874336605,217.3065385,1
350,351,1,289,3,1,1,4.924335267,0.71131017,256.1102737,0
351,352,8,200,5,1,2,4.19238391,0.964395043,384.27211760000006,0
352,353,9,138,6,1,3,4.818882266,0.7011456229999999,513.5920526000001,0
353,354,8,213,4,1,1,4.499355857,0.88258713,321.68967280000004,0
354,355,2,168,1,1,1,3.8801210889999997,0.491303174,268.09410460000004,0
355,356,10,132,7,1,2,4.159612194,0.8268897690000001,389.9410705,0
356,357,2,152,6,1,2,4.967107754,0.7046480209999999,514.1619109000001,0
357,358,9,183,2,0,2,4.793034295,0.933612408,346.05895519999996,0
358,359,6,295,2,1,1,4.498837966,0.853236757,181.46022209999998,0
359,360,7,59,4,0,2,4.558156588,0.652196475,301.9335455,1
360,361,9,169,2,1,2,3.967665533,0.612745002,237.40146710000002,0
361,362,8,31,4,1,1,4.955445793,0.571544351,370.89873969999996,0
362,363,2,65,3,1,1,4.913829411,0.96561311,299.03689280000003,0
363,364,10,86,3,0,1,4.962351782,0.423427007,292.70853430000005,0
364,365,5,31,4,0,2,4.394889625,0.898412126,335.0908665,1
365,366,7,205,3,1,1,4.623712778,0.94406048,240.87595019999998,0
366,367,10,117,6,0,2,4.669572101,0.839659753,369.8630926000001,0
367,368,9,294,1,0,2,4.382969991,0.284765777,297.13568860000004,0
368,369,6,56,1,1,1,4.785287503,0.430846606,214.06872259999997,0
369,370,9,131,6,1,2,4.986878656,0.403396214,419.27583250000004,0
370,371,2,202,7,1,1,4.876081536,0.8412765990000001,187.1946487,1
371,372,9,103,6,1,1,4.772164386,0.6334769570000001,338.43056,0
372,373,8,358,2,0,1,4.660480851,0.609306059,292.0437293,0
373,374,7,312,5,0,2,4.755930394,0.978138217,434.2308557,0
374,375,1,216,7,1,2,4.2488027719999995,0.999115923,468.36152419999996,0
375,376,1,138,6,1,1,4.77738087,0.891242396,272.10787789999995,1
376,377,9,65,3,1,1,4.933007783,0.5109247170000001,220.45196580000004,0
377,378,8,59,4,0,2,4.830069529,0.575147938,369.5233052,0
378,379,8,126,1,1,1,4.992876288,0.893972109,438.20614910000006,0
379,380,2,108,4,1,1,4.581549449,0.259538107,233.755134,0
380,381,3,184,3,1,2,4.711778521,0.999801033,321.3440668,0
381,382,9,87,4,1,3,3.762563839,0.9947186509999999,251.4682742,1
382,383,5,11,5,0,1,4.728810225,0.8397227290000001,283.8353836,1
383,384,10,17,4,1,1,4.327714375,0.9386182120000001,181.193203,1
384,385,6,89,6,1,2,4.935935282,0.961112262,422.8686749,0
385,386,1,206,4,1,1,3.933757116,0.736966737,209.7745704,1
386,387,10,252,1,1,1,4.240923292,0.86973277,301.9039313,0
